iter	Logloss
823	0.1910770034
824	0.1910104811
825	0.1909338451
826	0.19088902
827	0.1908153427
828	0.1907561494
829	0.1906755879
830	0.1905769261
831	0.1905032874
832	0.1904701037
833	0.190421991
834	0.1903790416
835	0.1902914797
836	0.1902481436
837	0.1901973236
838	0.1900687268
839	0.1899738745
840	0.1898952661
841	0.1898475209
842	0.1896384011
843	0.1895153543
844	0.1894176593
845	0.1893381807
846	0.1892916344
847	0.1892216507
848	0.1891655515
849	0.189086827
850	0.1890334545
851	0.1889547687
852	0.1888742845
853	0.1887835899
854	0.1886664024
855	0.1885771774
856	0.1885329517
857	0.1884370746
858	0.1883288792
859	0.1882860651
860	0.1881770769
861	0.1880587678
862	0.1879542466
863	0.187886274
864	0.1878389155
865	0.187772838
866	0.1877009785
867	0.1876321357
868	0.1875831528
869	0.1875235535
870	0.187475905
871	0.1873608834
872	0.1872556273
873	0.1871667891
874	0.1870808323
875	0.1869797532
876	0.1869055538
877	0.1868462059
878	0.1868071434
879	0.1867127166
880	0.1866222927
881	0.1864912399
882	0.1863886332
883	0.1863291886
884	0.1862460551
885	0.1861748724
886	0.186103767
887	0.185988436
888	0.1859396078
889	0.1858320893
890	0.185788405
891	0.1857272006
892	0.1856652228
893	0.1856031869
894	0.1854894415
895	0.1854187036
896	0.1853667234
897	0.1852640973
898	0.1852078241
899	0.1851667891
900	0.1850930345
901	0.1850414024
902	0.1849553102
903	0.1849249304
904	0.1848617536
905	0.1848183594
906	0.1847453396
907	0.1846075186
908	0.1845078705
909	0.1843676903
910	0.1843114171
911	0.1842312036
912	0.184112411
913	0.1840647625
914	0.1839968479
915	0.1838754641
916	0.1838215308
917	0.1836798615
918	0.1836384592
919	0.1835924157
920	0.1835686108
921	0.1834790764
922	0.1834185876
923	0.1833253017
924	0.1832284189
925	0.1831408184
926	0.1830728071
927	0.1830158764
928	0.1829195545
929	0.1828269841
930	0.1827172223
931	0.1826631536
932	0.1825993773
933	0.1825473778
934	0.1824774134
935	0.1823700495
936	0.1822498453
937	0.1822198909
938	0.1821112508
939	0.1820149869
940	0.1819320467
941	0.1818713258
942	0.181745533
943	0.181694713
944	0.1816638885
945	0.1815941948
946	0.1815063235
947	0.181413521
948	0.1813434599
949	0.1812588761
950	0.181186243
951	0.1811015045
952	0.181038289
953	0.1809181428
954	0.1807803218
955	0.1807417041
956	0.1806586479
957	0.1805995127
958	0.1804949335
959	0.1803833733
960	0.180305519
961	0.1802732441
962	0.1801784305
963	0.1801318263
964	0.1800388498
965	0.179984201
966	0.1799277924
967	0.1798664527
968	0.1798329595
969	0.1797957921
970	0.1797408725
971	0.1796386525
972	0.1795603728
973	0.1795132078
974	0.179351021
975	0.1793029471
976	0.1792266592
977	0.179147548
978	0.1790758238
979	0.1790378249
980	0.1790002127
981	0.178954556
982	0.1788902382
983	0.1787979579
984	0.1787234104
985	0.178687442
986	0.1786222734
987	0.1785558478
988	0.178491356
989	0.1784450224
990	0.1783205446
991	0.1782895073
992	0.1782098546
993	0.1781506033
994	0.1781110187
995	0.1780776609
996	0.1780449799
997	0.1779861928
998	0.177842261
999	0.1777675008
1000	0.1777265625
1001	0.1776821821
1002	0.1775998221
1003	0.1775400294
1004	0.1774976795
1005	0.1774010868
1006	0.1773346805
1007	0.1772938003
1008	0.177206161
1009	0.1771068224
1010	0.1770049505
1011	0.1769495668
1012	0.1767961595
1013	0.176742961
1014	0.1766930306
1015	0.1766349977
1016	0.1765438196
1017	0.176406076
1018	0.1762844407
1019	0.1761992768
1020	0.1761168781
1021	0.1760273051
1022	0.1759660427
1023	0.1758721767
1024	0.1757941097
1025	0.1757141669
1026	0.1756483408
1027	0.1755310566
1028	0.1754935992
1029	0.1754511332
1030	0.1753030631
1031	0.1752563041
1032	0.1751955832
1033	0.1751227955
1034	0.1750632348
1035	0.1749750348
1036	0.1748993077
1037	0.1748671682
1038	0.1748171991
1039	0.1747462291
1040	0.1746659963
1041	0.1746168781
1042	0.1745367806
1043	0.1745052599
1044	0.1744017443
1045	0.1742673847
1046	0.1742084236
1047	0.1741269338
1048	0.1740726524
1049	0.1740536433
1050	0.1740084313
1051	0.1739209274
1052	0.1738747293
1053	0.1738534963
1054	0.1738269261
1055	0.1737443727
1056	0.1737156366
1057	0.1736088529
1058	0.1735253326
1059	0.1734638382
1060	0.1733867188
1061	0.1733374652
1062	0.1732415107
1063	0.1731756846
1064	0.1730884708
1065	0.1730067489
1066	0.1729398786
1067	0.1728518912
1068	0.1727925046
1069	0.1727506575
1070	0.172724358
1071	0.1725854347
1072	0.1725176555
1073	0.1724579981
1074	0.1723707263
1075	0.1722356513
1076	0.1721689356
1077	0.1721105739
1078	0.1720462175
1079	0.1719339998
1080	0.1718605933
1081	0.1717874961
1082	0.1716893371
1083	0.1716510288
1084	0.1716342435
1085	0.1715662129
1086	0.1714990911
1087	0.1714203666
1088	0.1713373105
1089	0.1712777112
1090	0.1712349165
1091	0.1711162786
1092	0.1710465849
1093	0.1710018178
1094	0.1708854618
1095	0.1708304262
1096	0.1706918123
1097	0.170661916
1098	0.1705839844
1099	0.1705133238
1100	0.170477162
1101	0.1703655438
1102	0.1702923499
1103	0.1702013653
1104	0.1701595374
1105	0.1701036703
1106	0.1700550549
1107	0.169992787
1108	0.1699434947
1109	0.1698654664
1110	0.1697883277
1111	0.1697118464
1112	0.1695982944
1113	0.1694838142
1114	0.1694046256
1115	0.1693443881
1116	0.1691556699
1117	0.169083675
1118	0.168964283
1119	0.1688752707
1120	0.1688079943
1121	0.1687413753
1122	0.1687257503
1123	0.1686857596
1124	0.168633702
1125	0.1685686881
1126	0.168481397
1127	0.1684369972
1128	0.1683587175
1129	0.1682431351
1130	0.1681860883
1131	0.1681423074
1132	0.1680026686
1133	0.1679642056
1134	0.1679137918
1135	0.1678472695
1136	0.1677982287
1137	0.1677455716
1138	0.1676482248
1139	0.1675588065
1140	0.1674482712
1141	0.1673428798
1142	0.167284286
1143	0.1672049234
1144	0.1671609684
1145	0.1671146542
1146	0.1669991298
1147	0.1669404587
1148	0.16686069
1149	0.1667639233
1150	0.1666776183
1151	0.1665949683
1152	0.1665245591
1153	0.1664807588
1154	0.1664564124
1155	0.1664112585
1156	0.1663155747
1157	0.1662475441
1158	0.1661407024
1159	0.166092203
1160	0.1660570661
1161	0.1659457186
1162	0.1659112972
1163	0.1658770692
1164	0.1658600712
1165	0.1658082457
1166	0.1657266399
1167	0.1656682782
1168	0.1656042698
1169	0.1655493116
1170	0.1654738939
1171	0.1654469369
1172	0.1653785388
1173	0.1653209313
1174	0.1652667079
1175	0.1651637144
1176	0.165066909
1177	0.1649783222
1178	0.164913347
1179	0.1648073948
1180	0.1647362121
1181	0.1646905167
1182	0.1646428875
1183	0.1645975596
1184	0.164488668
1185	0.1644140818
1186	0.1643619856
1187	0.1642888304
1188	0.1642471767
1189	0.1641955059
1190	0.1641650681
1191	0.1641171101
1192	0.1640753597
1193	0.164004467
1194	0.1639114712
1195	0.1638572865
1196	0.1637866066
1197	0.1636898979
1198	0.1636162593
1199	0.1635565826
1200	0.1634853226
1201	0.1634316213
1202	0.1633610381
1203	0.1633004525
1204	0.1632653156
1205	0.163241298
1206	0.1632104541
1207	0.1631341855
1208	0.1630778543
1209	0.1629874691
1210	0.1629309251
1211	0.1628637067
1212	0.162717377
1213	0.1626474126
1214	0.1625833269
1215	0.162495939
1216	0.162401899
1217	0.1623289565
1218	0.1622652382
1219	0.1622183439
1220	0.1620826017
1221	0.1620214747
1222	0.1619642056
1223	0.1618801149
1224	0.1618052676
1225	0.1617605681
1226	0.1616895305
1227	0.1616127591
1228	0.1615045927
1229	0.1614428566
1230	0.1613818359
1231	0.1613328531
1232	0.1613070564
1233	0.1612648418
1234	0.1612362314
1235	0.1611883895
1236	0.1611063583
1237	0.1610631188
1238	0.1609704614
1239	0.1609249014
1240	0.1608129351
1241	0.1607405438
1242	0.1607028929
1243	0.1606301052
1244	0.1605469717
1245	0.1605011796
1246	0.1604410775
1247	0.1604103786
1248	0.1603232905
1249	0.1602653833
1250	0.1602096419
1251	0.160136477
1252	0.1601191406
1253	0.1600035098
1254	0.1599491897
1255	0.1599227742
1256	0.159873395
1257	0.1598308226
1258	0.1597909866
1259	0.1597420135
1260	0.1596877417
1261	0.1596272625
1262	0.1595128403
1263	0.1594551458
1264	0.1594004873
1265	0.1593621693
1266	0.1592761255
1267	0.15920181
1268	0.1591575746
1269	0.1590936146
1270	0.159024327
1271	0.1589272703
1272	0.1589073716
1273	0.1588515915
1274	0.158806805
1275	0.1587565265
1276	0.1587087717
1277	0.1586546159
1278	0.15853709
1279	0.1584711769
1280	0.1584292427
1281	0.158342319
1282	0.1583120842
1283	0.1582140122
1284	0.1581500619
1285	0.1580933536
1286	0.1580435295
1287	0.1579791344
1288	0.1579187423
1289	0.1578472695
1290	0.157795357
1291	0.1577644551
1292	0.1576995088
1293	0.1574670386
1294	0.1573889039
1295	0.1573263266
1296	0.1572480275
1297	0.1572041596
1298	0.1570757851
1299	0.157032478
1300	0.1569593615
1301	0.1568853941
1302	0.1568497737
1303	0.1567960338
1304	0.1567554823
1305	0.1567327119
1306	0.1566691774
1307	0.1566326965
1308	0.156575234
1309	0.1565142037
1310	0.1564774327
1311	0.1564124188
1312	0.1563676129
1313	0.156328125
1314	0.1562422939
1315	0.1561704537
1316	0.1560641631
1317	0.1560262318
1318	0.1559829537
1319	0.1559010288
1320	0.155847869
1321	0.1557907836
1322	0.1557279935
1323	0.1556804707
1324	0.1556456528
1325	0.1556200592
1326	0.1554908242
1327	0.15543458
1328	0.155414691
1329	0.1553686572
1330	0.155309522
1331	0.1552797997
1332	0.1552098352
1333	0.1551679687
1334	0.1551008567
1335	0.15504848
1336	0.155017056
1337	0.154974532
1338	0.1549152518
1339	0.1548554978
1340	0.1548192683
1341	0.1547683226
1342	0.1546855275
1343	0.1546723778
1344	0.154620562
1345	0.1545731455
1346	0.1545213007
1347	0.1544608892
1348	0.1543882561
1349	0.1543543181
1350	0.1542993889
1351	0.1542941677
1352	0.1542558884
1353	0.1541881575
1354	0.1541191793
1355	0.1540729425
1356	0.1540300801
1357	0.1539882039
1358	0.1539176013
1359	0.15385105
1360	0.15379264
1361	0.1537502514
1362	0.153637618
1363	0.1535124826
1364	0.1534741743
1365	0.1534043452
1366	0.1533622853
1367	0.1532644551
1368	0.153222956
1369	0.1531547513
1370	0.1531253771
1371	0.1530872428
1372	0.1530325553
1373	0.1529708868
1374	0.1529087059
1375	0.1528687925
1376	0.1528000561
1377	0.1527391611
1378	0.1526987256
1379	0.152629409
1380	0.1525989906
1381	0.1525038096
1382	0.1524749284
1383	0.1524445873
1384	0.1523470761
1385	0.1522806505
1386	0.1522150565
1387	0.1521766901
1388	0.1521325708
1389	0.1520687365
1390	0.1519925162
1391	0.1519427212
1392	0.1518940091
1393	0.1518675646
1394	0.1518297687
1395	0.1517734085
1396	0.1517015296
1397	0.1516781211
1398	0.1516482054
1399	0.1515641631
1400	0.1514925162
1401	0.1514171662
1402	0.1513740234
1403	0.1513532932
1404	0.151298248
1405	0.1512339206
1406	0.1511866781
1407	0.1511665764
1408	0.1511141708
1409	0.151018342
1410	0.1509339128
1411	0.1508748356
1412	0.1507745591
1413	0.1507139349
1414	0.1506645556
1415	0.1506054881
1416	0.1505357847
1417	0.1504409228
1418	0.1504011061
1419	0.1503354637
1420	0.1502638846
1421	0.1502203454
1422	0.1501855952
1423	0.150144686
1424	0.1500845258
1425	0.1499826926
1426	0.1499262454
1427	0.1498964844
1428	0.1497366279
1429	0.1497108408
1430	0.1496359936
1431	0.1495974532
1432	0.1495597057
1433	0.1494993232
1434	0.1494131149
1435	0.1493164353
1436	0.1492707592
1437	0.1492234588
1438	0.1491454498
1439	0.1491020363
1440	0.1490303508
1441	0.1489648921
1442	0.1489262454
1443	0.1488691213
1444	0.1488390026
1445	0.1487499033
1446	0.148705813
1447	0.1486487276
1448	0.1485978593
1449	0.1485388981
1450	0.1484914623
1451	0.1484536278
1452	0.1484101853
1453	0.1483779974
1454	0.1482856204
1455	0.1481987643
1456	0.1481712078
1457	0.1481245069
1458	0.14805403
1459	0.1479712639
1460	0.1479485516
1461	0.1478913502
1462	0.1478433632
1463	0.1477948542
1464	0.1477577448
1465	0.1477028253
1466	0.1476334797
1467	0.1476091526
1468	0.1475770227
1469	0.147544071
1470	0.1474893448
1471	0.1474265838
1472	0.1473402402
1473	0.1472745688
1474	0.1472301884
1475	0.1472039662
1476	0.1471262183
1477	0.1470693166
1478	0.1470392946
1479	0.1470068456
1480	0.1469613243
1481	0.1469208211
1482	0.1468759669
1483	0.146825292
1484	0.1467810663
1485	0.1467010268
1486	0.1466143738
1487	0.1464823542
1488	0.1464053991
1489	0.1463517172
1490	0.1463229618
1491	0.1462762222
1492	0.1462473991
1493	0.1461753461
1494	0.1461282778
1495	0.1460534305
1496	0.1460264832
1497	0.1459795115
1498	0.1459428469
1499	0.1458474725
1500	0.1457511796
1501	0.145726021
1502	0.145683062
1503	0.1455688428
1504	0.1455182743
1505	0.1454849648
1506	0.1454274927
1507	0.1453463413
1508	0.1452832031
1509	0.1452703628
1510	0.1451735767
1511	0.145146233
1512	0.1451035833
1513	0.1450345084
